Tipo,Pregunta,A,B,C,D,Respuesta,Fuente,Columna 1
vf,"REQUERIMIENTOS ASOCIADOS A SISTEMAS Y PROCEDIMIENTOS, SERÍAN: CERTIFICACIÓN CORRESPONDIENTE AL EQUIPO QUE VA A OPERAR, EXAMEN PSICOSENSOTÉCNICO.",VERDADERO,FALSO, , ,FALSO,REG_INT_TRANS,
vf,"REQUERIMIENTOS ASOCIADOS AL PERSONAL SERÍAN: REGISTRO DE REVISIONES Y MANTENIMIENTO DEL EQUIPO, PLAN DE VIAJE, CHECK LIST, USO DE CINTURÓN DE SEGURIDAD PARA TODOS LOS OCUPANTES.",VERDADERO,FALSO, , ,FALSO,EPF,
vf,"REQUISITOS EN CUANTO A EPP, ¿ES UTILIZAR EN FORMA PERMANENTE EL RESPIRADOR?",VERDADERO,FALSO,,,FALSO,EPF,
vf,"SE CONSIDERA INFRACCIÓN MENOS GRAVE, CONDUCIR UN VEHÍCULO SIN LICENCIA MUNICIPAL Y/O LICENCIA INTERNA.",VERDADERO,FALSO,,,FALSO,REG_INT_TRANS,
vf,"SE PERMITIRÁ EL DESPLAZAMIENTO DE PERSONAS DENTRO DEL ESTACIONAMIENTO O EL AERÓDROMO, SOLO PARA ABORDAR O SALIR DE VEHÍCULOS CON EL FIN DE DIRIGIRSE A LUGARES SEGUROS, ESTA RESTRICCIÓN CORRESPONDE A ALERTA 2 DE INVIERNO ALTIPLÁNICO.",VERDADERO,FALSO,,,FALSO,OP_INV,
vf,"SE PUEDE ESTACIONAR FRENTE A UNA MOTONIVELADORA EN UN PLANO, A 5 MTS DE DISTANCIA?",VERDADERO,FALSO,,,FALSO,REG_INT_TRANS,
alternativa,"SEGÚN QUÉ EPF, ANTE UNA NECESIDAD EXCEPCIONAL DE EMERGENCIA PERSONAL, EL OPERADOR, PREVIA AUTORIZACIÓN, DEBE ESTACIONAR SU EQUIPO EN UN LUGAR SEGURO, PARA ATENDER O GENERAR UNA LLAMADA DESDE SU TELEFONO",1,2,3,NINGUNA DE LAS ANTERIORES,D,EPF,
alternativa,"SEGÚN QUÉ EPF, LOS FURGONES ESTÁN DEFINIDOS COMO VEHÍCULOS LIVIANOS Y NO COMO TRANSPORTE DE PERSONAL.",1,2,3,NINGUNA DE LAS ANTERIORES,D,EPF,
alternativa,"SEGÚN QUÉ EPF, UN VEHÍCULO DE CARRETERA NO LIVIANO, NO EXCEDE LOS 3.500 KG DE PESO BRUTO DEL VEHÍCULO.",1,2,3,NINGUNA DE LAS ANTERIORES,D,EPF,
alternativa,"SEGÚN QUÉ REGLAMENTO O MANUAL, ¿EL ROL DEL OPERADOR AL ACTIVAR UNA EMERGENCIA ES PRESIONAR EL SISTEMA TRACKING Y DESPUÉS EL SISTEMA MODULAR?",REGLAMENTO DE CARGUÍO Y TRANSPORTE Y MANUAL DE PROCEDIMIENTOS INTERIOR MINA,REGLAMENTO INTERNO DE TRÁNSITO  Y MANUAL DE LOS EPF,REGLAMENTO INTERNO DE TRÁNSITO Y MANUAL DE PROCEDIMIENTOS INTERIOR MINA,NINGUNA DE LAS ANTERIORES,D,REG_CARGIO,
alternativa,"SEGÚN QUÉ REGLAMENTO O MANUAL, EL ARTÍCULO 208, PERSONAL DE MANTENCIÓN PODRÁ ACERCARSE CON UN VEHÍCULO LIVIANO Y ESTACIONAR EN SECTORES DEFINIDOS PARA LOS CAMIONES.",REGLAMENTO DE CARGUÍO Y TRANSPORTE,MANUAL OPERACIÓN INTERIOR MINA,REGLAMENTO INTERNO DE TRÁNSITO,NINGUNA DE LAS ANTERIORES,D,REG_CARGIO,
vf,"SEGÚN EL REGLAMENTO INTERNO DE TRÁNSITO, LA DISTANCIA MÁXIMA DE ESTACIONAMIENTO EN UNA PALA, PREVIA AUTORIZACIÓN ES DE 10 MTS.",VERDADERO,FALSO,,,FALSO,REG_INT_TRANS,
vf,"SEGÚN MANUAL DE PROCEDIMIENTO DE CONDUCCIÓN INTERIOR MINA CON VEHÍCULOS LIVIANOS, QUEDA ESTRICTAMENTE PROHIBÍDO ESTACIONAR EQUIPOS DE APOYO, EQUIPOS DE SERVICIO Y/O VEHÍCULOS LIVIANOS EN LOS SECTORES DEFINIDOS PARA LOS CAEX.",VERDADERO,FALSO,,,FALSO,PROC_CONDUC_INT_MINA,
vf,"SEGÚN REGLAMENTO INTERNO DE TRÁNSITO Y EPF 1, SE PROHÍBE TRABAJAR O TRANSITAR CON VENTANAS O PUERTAS ABIERTAS EN TODOS LOS EQUIPOS DE RAJO MINA.",VERDADERO,FALSO,,,FALSO,REG_INT_TRANS,
vf,"SI UD QUEDA EN PANNE EN ÁREA MINA, ES CORRECTO DAR AVISO RADIAL A DESPACHO, IDENTIFICAR EQUIPO Y CONDUCTOR, INDICAR ESTADO DE CONDUCTOR Y LUGAR EXACTO.",VERDADERO,FALSO,,,FALSO,REG_INT_TRANS,
vf,"SON FRECUENCIA OPICV: ESTRIBO DERECHO, ESTRIBO IZQUIERDO, PALA 4.",VERDADERO,FALSO,,,FALSO,EPF,
vf,"TODO CONDUCTOR U OPERADOR QUE TRANSITE POR LAS DISTINTAS RUTAS O CAMINOS EXTERNOS DE LOS RECINTOS DE LA COMPAÑÍA, DEBERÁ PORTAR, EN TODO MOMENTO, LA LICENCIA DE CONDUCIR MUNICIPAL Y LICENCIA INTERNA ROJA CMDIC, TODAS VIGENTES.",VERDADERO,FALSO,,,FALSO,REG_INT_TRANS,
vf,"TODO CONDUCTOR U OPERADOR QUE TRANSITE POR LAS DISTINTAS RUTAS Y CAMINOS INTERNOS DE LOS RECINTOS DE LA COMPAÑÍA, DEBERÁ PORTAR EN TODO MOMENTO, LICENCIA INTERNA CMDIC, PERMISO PROVISORIO O BOLETA DE CITACIÓN, TODAS VIGENTES.",VERDADERO,FALSO,,,FALSO,REG_INT_TRANS,
vf,"TODO CONDUCTOR/OPERADOR QUE TRANSITE POR LAS DISTINTAS RUTAS O CAMINOS INTERNOS DE LA COMPAÑIA, DEBERÁN PORTAR LICENCIA INTERNA Y MUNICIPAL VIGENTES, NO SERÁ VÁLIDO UN PERMISO PROVISORIO O CITACIÓN DEL JUZGADO.",VERDADERO,FALSO,,,FALSO,REG_INT_TRANS,
vf,"TODO CONDUCTOR/OPERADOR QUE TRANSITE POR LAS DISTINTAS RUTAS O CAMINOS INTERNOS DE LOS RECINTOS DE LA COMPAÑÍA, DEBERÁ PORTAR EN TODO MOMENTO LICENCIA MUNICIPAL Y LICENCIA INTERNA CMDIC, AMBAS VIGENTES. NO SERÁ VÁLIDO UN PERMISO PROVISORIO O BOLETA DE CITACIÓN.",VERDADERO,FALSO,,,FALSO,REG_INT_TRANS,
vf,"UN VEHÍCULO DE CARRETERA NO LIVIANO, ES UN VEHÍCULO QUE CUANDO ESTÁ REGISTRADO, PUEDE SER CONDUCIDO LEGÁLMENTE EN LA VÍA PÚBLICA POR UN CONDUCTOR QUE TIENE LICENCIA CLASE B Y NO EXCEDE LOS 3.500 KG.",VERDADERO,FALSO,,,FALSO,REG_INT_TRANS,
vf,"UN VEHÍCULO QUE ESTÁ INCLUÍDO DENTRO DE LOS INGRESOS FRECUENTES, ¿DEBE PRESENTAR MÁXIMO UN INGRESO A FAENA AL MES?",VERDADERO,FALSO,,,FALSO,REG_INT_TRANS,
vf,"UNA BARRERA PARA PROTEGER A LOS PASAJEROS DE LA CARGA, ¿ES UN REQUISITO DEL EPF 1 ASOCIADO AL REQUERIMIENTO ASOCIADO AL PERSONAL?",VERDADERO,FALSO,,,FALSO,EPF,
vf,UNA CAMIONETA DEBE ESTACIONAR MÍNIMO A 10 MTS DE UNA RETROEXCAVADORA EN PENDIENTE NEGATIVA.,VERDADERO,FALSO,,,FALSO,REG_INT_TRANS,
vf,UNA CAMIONETA SE DEBE ESTACIONAR MÍNIMO A 10 MTS DETRÁS DE UNA EXCAVADORA EN UNA PENDIENTE POSITIVA?,VERDADERO,FALSO,,,FALSO,REG_INT_TRANS,
vf,"UNA ZONA PROTEGIDA CORRESPONDE A UN LUGAR QUE, POR SUS CARACTERÍSTICAS ESTRUCTURALES, SE PUEDE SEGUIR TRABAJANDO EN FORMA NORMAL.",VERDADERO,FALSO,,,FALSO,OP_INV,
vf,UNA ZONA SEGURA CORRESPONDE A UN LUGAR CON PROTECCIÓN PARA RAYOS.,VERDADERO,FALSO,,,FALSO,OP_INV,
vf,"UNA ZONA SEGURA TRANSITORIA, SON LUGARES QUE PERMITEN PERMANECER EN ELLOS POR UN PERÍODO DE AL MENOS 24 HRS, EJEMPLO, UN CASINO.",VERDADERO,FALSO,,,FALSO,OP_INV,
vf,"UNO DE LOS REQUISITOS EN CUANTO A EPF, SON UTILIZAR EN FORMA PERMANENTE UN RESPIRADOR.",VERDADERO,FALSO,,,FALSO,EPF,
vf,"USTED DEBE ADELANTAR A UN EQUIPO DE APOYO SI SE ENCUENTRA TRABAJANDO EN UNA CURVA, SE DETIENE EN ELLA Y LO AUTORIZA A ADELANTAR",VERDADERO,FALSO,,,FALSO,REG_INT_TRANS,
vf,"ZONAS PERMANENTES, SON LUGARES QUE PERMITEN PERMANECER EN ELLOS POR PERÍODOS NO SUPERIOR A 24 HORAS, EJEMPLO: CAMPAMENTOS, INSTALACIONES, OFICINAS, SALAS DE CONTROL O CONTENEDORES, DEBIDAMENTE HABILITADOS PARA QUE PERMANEZCAN TRABAJADORES CON SEGURIDAD.",VERDADERO,FALSO,,,FALSO,OP_INV,
alternativa,EL AREA DE CARGUÍO ES DETERMINADA POR,LOS AEREOS,LOS PASACABLES,LOS 50 MTS ALREDEDOR DE UN EQUIPO DE CARGUÍO,NINGUNA DE LAS ANTERIORES,C,REG_CARGIO,
alternativa,"EN BOTADEROS, QUÉ PRETIL SIRVE PARA EL ACULATADO DE CAEX EN EL VACIADO",DE SEGREGACIÓN,DE TRÁNSITO,DE SEGURIDAD,DE REFERENCIA,D,REG_CARGIO,
alternativa,EL PRETIL QUE DEMARCA EL BORDE DEL CAMINO ES EL...,DE SEGREGACIÓN,DE TRÁNSITO,DE SEGURIDAD,DE REFERENCIA,C,REG_CARGIO,
alternativa,EL PRETIL QUE DEMARCA BORDES DE BOTADEROS,DE SEGREGACIÓN,DE TRÁNSITO,DE SEGURIDAD,DE REFERENCIA,C,REG_CARGIO,
alternativa,EL PRETIL QUE SIRVE PARA DEFINIR ANCHOS DE CAMINOS Y COMO PARAPETO,DE SEGREGACIÓN,DE TRÁNSITO,DE SEGURIDAD,DE REFERENCIA,B,REG_CARGIO,
alternativa,"ES OBLIGACIÓN QUE UN OPERADOR DE CAEX, AL ACERCARSE A UN CRUCE DE VEHÍCULOS LIVIANOS FUERA DEL ÁREA MINA, DEBA",DISMINUIR LA VELOCIDAD A 5KM/HR,APAGAR NEBLINEROS,TOCAR LA BOCINA,TODAS LAS ANTERIORES,C,REG_CARGIO,
alternativa,LAS PERSONAS SE TENDRÁN QUE RESGUARDAR DENTRO DE VEHÍCULOS MENORES U AVIÓN EN ,ALERTA AZUL,ALERTA AMARILLA,ALERTA NARANJA,ALERTA ROJA,D,OP_INV,
alternativa,"LOS OPERADORES QUE NO PARTICIPEN DE UNA EMERGENCIA, DEBERÁN ","MANTENERSE ATENTOS A LA RADIO Y COLABORAR CON EL VEHÍCULO DE EMERGENCIA, INFORMANDO EL CIRCUITO A TOMAR POR LA RADIO",MANTENERSE ATENTOS A LA RADIO Y COLABORAR CON DESPACHO POR LA RADIO,"MANTENERSE ATENTOS A LA RADIO Y COLABORAR CON EL EQUIPO EN EMRGENCIA, ABSTENIÉNDOSE DE USAR LA RADIO","MANTENERSE ATENTOS A LA RADIO Y COLABORAR CON DESPACHO, ABSTENIÉNDOSE DE USAR LA RADIO",D,REG_CARGIO,
alternativa,LOS ZAPATOS QUE SE USAN EN FAENA SON CON PUNTA DE ,CARBONO,FIBRA,PLÁSTICO,NINGUNA DE LAS ANTERIORES,B,OP_INV,
alternativa,"PARA ACTIVAR LA EMERGENCIA, EL OPERADOR DEBE ",PRESIONAR EL BOTÓN DEL SISTEMA TRACKING POR 5 SEGUNDOS (BOTÓN NARANJA) Y EL SISTEMA MODULAR,PRESIONAR EL BOTÓN DEL SISTEMA TRACKING (BOTÓN NARANJA) Y EL SISTEMA MODULAR,PRESIONAR EL BOTÓN DEL SISTEMA TRACKING (BOTÓN NARANJA) Y LUEGO EL SISTEMA MODULAR POR 5 SEGUNDOS,NINGUNA DE LAS ANTERIORES,B,REG_CARGIO,
alternativa,"PARA LA OBTENCIÓN DE LA LICENCIA INTERNA, ES NECESARIO UNA ESCOLARIDAD MÍNIMA DE ",OCTAVO BÁSICO,SEGUNDO MEDIO,CUARTO MEDIO,NINGUNA DE LAS ANTERIORES,A,REG_INT_TRANS,
alternativa,SE LIMITAN LOS TRABAJOS A LA INTEMPERIE EN ,ALERTA 1,ALERTA 2,ALERTA 3,ALERTA 4,A,OP_INV,
alternativa,¿SE PUEDE ADELANTAR A UN EQUIPO EN UNA RAMPA CON PRETIL AL MEDIO?,SI,NO,SÓLO EN RAMPA POSITIVA,SÓLO A Y C,A,REG_CARGIO,
alternativa,¿SE PUEDE ADELANTAR A UNA ESCOLTA?,SI,NO,SÓLO EN RAMPA POSITIVA,SÓLO A Y C,A,REG_INT_TRANS,
alternativa,¿SE PUEDE ESTACIONAR A 5 MTS DE DISTANCIA EN AMBOS COSTADOS DE UNA RETROEXCAVADORA?,SI,NO,SÓLO EN RAMPA,SÓLO A Y C,A,PROC_CONDUC_INT_MINA,
alternativa,¿SE PUEDE ESTACIONAR A LA DERECHA DE UNA MOTONIVELADORA?,SI,NO,SÓLO EN RAMPA,SÓLO A Y C,A,PROC_CONDUC_INT_MINA,
alternativa,¿SE PUEDE ESTACIONAR A UN COSTADO DE UN EQUIPO DE APOYO?,SI,NO,SÓLO EN RAMPA,SÓLO A Y C,A,PROC_CONDUC_INT_MINA,
alternativa,¿SE PUEDE ESTACIONAR ADELANTE Y ATRÁS DE UNA MOTONIVELADORA?,SI,NO,SÓLO EN RAMPA,SÓLO A Y C,A,PROC_CONDUC_INT_MINA,
alternativa,¿SE PUEDE ESTACIONAR AL LADO DERECHO DE UNA EXCAVADORA A 10 MTS DE DISTANCIA?,SI,NO,SÓLO EN RAMPA,SÓLO A Y C,A,PROC_CONDUC_INT_MINA,
alternativa,¿SE PUEDE ESTACIONAR AL LADO IZQUIERDO DE UN CAEX A 7 MTS CON PÉRTIGA Y BALIZA A LA ALTURA DE LA CABINA DEL OPERADOR?,SI,NO,SÓLO EN RAMPA,SÓLO A Y C,A,PROC_CONDUC_INT_MINA,
alternativa,¿SE PUEDE ESTACIONAR DETRÁS DE UNA EXCAVADORA EN PENDIENTE NEGATIVA A 10 MTS?,SI,NO,SÓLO EN RAMPA,SÓLO A Y C,A,PROC_CONDUC_INT_MINA,
alternativa,¿SE PUEDE ESTACIONAR DETRÁS DE UNA EXCAVADORA?,SI,NO,SÓLO EN RAMPA,SÓLO A Y C,A,PROC_CONDUC_INT_MINA,
alternativa,¿SE PUEDE ESTACIONAR UNA CAMIONETA ADELANTE O ATRÁS DE UN CAEX?,SI,NO,SÓLO EN RAMPA,SÓLO A Y C,A,PROC_CONDUC_INT_MINA,
alternativa,¿SE PUEDE TRABAJAR EN ALERTA 4 DE INVIERNO ALTIPLÁNICO A LA INTEMPERIE?,SI,NO,SÓLO EN RAMPA,SÓLO A Y C,A,OP_INV,
alternativa,"¿SEGÚN PROCEDIMIENTO, SE PUEDE ADELANTAR A UN CAEX CARGADO O VACÍO EN RAMPA?",SI,NO,SÓLO EN RAMPA,SÓLO A Y C,A,PROC_CONDUC_INT_MINA,
vf,"¿SEÑALES DE TRÁNSITO SON TODOS LOS DISPOSITIVOS, SIGNOS Y DEMARCACIONES DE TIPO OFICIAL DADAS POR LA ORDENANZA DEL TRÁNSITO?",,,,,VERDADERO,REG_INT_TRANS,
vf,"¿SI TE SACAN UNA INFRACCIÓN EN LA CIUDAD, PUEDES CONDUCIR EN EL RAJO MINA?",,,,,VERDADERO,REG_INT_TRANS,
vf,"¿UN VEHÍCULO DE CARRETERA LIVIANO SE PUEDE CONDUCIR EN LA VÍA PÚBLICA POR UN CONDUCTOR QUE TIENE LICENCIA CLASE B O CLASE A1, A2 Y ESTE VEHÍCULO NO EXCEDE LOS 3500 KG PESO BRUTO?",,,,,VERDADERO,REG_INT_TRANS,
vf,"¿UN VEHÍCULO DE CARRETERA NO LIVIANO SE PUEDE CONDUCIR EN LA VÍA PÚBLICA POR UN CONDUCTOR QUE TIENE CLASE A3, A4, A5 Y ESTE VEHÍCULO EXCEDE LOS 3500 KG PESO BRUTO?",,,,,VERDADERO,REG_INT_TRANS,
vf,¿UNA GRUA SOBRE UN CAMIÓN ES CONSIDERADA UN EQUIPO DE SERVICIO?,,,,,VERDADERO,REG_INT_TRANS,
vf,"¿UNO DE LOS REQUISITOS EN CUANTO A EPP, ES PORTAR UN RESPIRADOR?",,,,,VERDADERO,REG_INT_TRANS,
vf,"ACATAR Y RESPETAR LAS INDICACIONES ENTREGADAS POR SU JEFATURA DIRECTA O POR LOS MEDIOS OFICIALES DE LA COMPAÑÍA (COI), ES UNA DE LAS RESPONSABILIDADES DEL TRABAJADOR EN OPERACIÓN INVIERNO.",,,,,VERDADERO,OP_INV,
vf,AL SUBIR A FAENA ES OBLIGATORIO INFORMARME DEL PRONÓSTICO METEOROLÓGICO Y DEL ESTADO DE LA RUTA CON CENTRAL COLLAHUASI POR FRECUENCIA OPERACIÓN INVIERNO.,,,,,VERDADERO,OP_INV,
vf,"ALGUNOS ELEMENTOS ADICIONALES DE VEHÍCULOS LIVIANOS Y NO LIVIANOS EN OPERACIÓN INVIERNO SON: TRIÁNGULO, BOTIQUÍN Y EXTINTOR SEGÚN EXIGENCIA LEGAL.
",,,,,VERDADERO,OP_INV,
vf,"ALGUNOS TIPOS DE VEHÍCULOS QUE ESTÁN DENTRO DEL EPF 1 SON: CAMIONETA, TAXI Y BUS.",,,,,VERDADERO,EPF,
vf,"CINCO ELEMENTOS CON QUE DEBE CONTAR UNA ZONA SEGURA PUEDEN SER: PROTECCIÓN PARA RAYOS, RADIOCOMUNICACIÓN, AGUA, ILUMINACIÓN, CALEFACCIÓN.",,,,,VERDADERO,OP_INV,
vf,"CON RESPECTO AL TRÁNSITO VEHÍCULAR EN ALERTA 3 DE INVIERNO CONTINENTAL SE DETERMINA LIBRE TRÁNSITO PARA VEHÍCULOS QUE CUENTEN CON EQUIPAMIENTO OPERACIÓN INVIERNO, TANTO EL VEHÍCULO COMO EL CONDUCTOR DEBEN ESTAR CERTIFICADOS.",,,,,VERDADERO,OP_INV,
vf,"DENTRO DE LAS PRINCIPALES CARACTERÍSTICAS DEL INVIERNO ALTIPLÁNICO, PODEMOS ENCONTRAR: DISPOSICIÓN DE ZONAS SEGURAS, BANCOS DE NIEBLA, PRESENCIA DE GRANIZOS.
",,,,,VERDADERO,OP_INV,
vf,"DENTRO DEL ALCANCE DEL EPF1, ¿SE CONSIDERAN LOS AUTOMÓVILES DEPORTIVOS UTILITARIOS (SUV) COMO VEHÍCULOS DE CARRETERA?",,,,,VERDADERO,EPF,
vf,"EL ACULATAMIENTO ES LA MANIOBRA DE RETROCESO DE UN CAEX, EN UN ÁREA DE CARGUÍO, VACIADO O ESTACIONAMIENTO?",,,,,VERDADERO,REG_CARGIO,
vf,"EL ALCANCE DEL REGLAMENTO INTERNO DE TRÁNSITO ES INTERIOR FAENA CORDILLERA Y PUERTO PATACHE, ADEMÁS DE RUTAS EXTERNAS DE ACCESO A FAENA CORDILLERA Y PUERTO PATACHE.",,,,,VERDADERO,REG_INT_TRANS,
vf,"EL ALCANCE DEL REGLAMENTO INTERNO DE TRÁNSITO, ¿TAMBIÉN INCLUYE EL TRAYECTO DESDE Y HACIA PATACHE?",,,,,VERDADERO,REG_INT_TRANS,
vf,EL ÁREA DE CARGUÍO ES DETERMINADA POR LOS 50 MTS ALREDEDOR DEL EQUIPO DE CARGUÍO.,,,,,VERDADERO,REG_INT_TRANS,
vf,"EL CONDUCTOR U OPERADOR INVOLUCRADO EN ACCIDENTES, CON O SIN LESIÓN A LAS PERSONAS O DAÑO A LA PROPIEDAD, DEBERÁ SER DERIVADO AL POLICLÍNICO CMDIC PARA EVALUACIÓN MÉDICA Y DEBERÁ ENTREGAR SU LICENCIA INTERNA MIENTRAS DURE LA INVESTIGACIÓN A LA SUPERINTENDENCIA DE PROTECCIÓN INDUSTRIAL Y EMERGENCIA.",,,,,VERDADERO,REG_INT_TRANS,
vf,"EL PERSONAL, PUEDE DESPLAZARCE EN CASO DE ALERTA 3 Y DIRIGIRSE INMEDIATAMENTE A UNA ZONA SEGURA",,,,,VERDADERO,OP_INV,
vf,"EL PROCEDIMIENTO PARA HACER UN SERVICIO A LA PALA CORRESPONDE A: COORDINARSE CON DESPACHO, PEDIR AUTORIZACIÓN AL OPERADOR DEL EQUIPO DE CARGUÍO A UNA DISTANCIA NO MENOR A 50 MTS, IDENTIFICAR MI EQUIPO Y ESPERAR LA CONFIRMACIÓN RADIAL.",,,,,VERDADERO,REG_INT_TRANS,
vf,EL ROL QUE DEBE EJERCER EL TRABAJADOR EN OPERACIÓN INVIERNO SON CONOCER LAS DIRECTRICES DE LA OPERACIÓN INVIERNO Y ACATAR Y RESPETAR LAS INDICACIONES DE SU JEFATURA DIRECTA Y DEL COI.,,,,,VERDADERO,OP_INV,
vf,"EN CASO DE CONDICIONES ADVERSAS EXISTENTES EN LA MINA, EL JEFE DE TURNO TENDRÁ LA FACULTAD DE PROHIBIR EL ACCESO A TODO VEHÍCULO LIVIANO AL ÁREA MINA, SEGÚN MANUAL DE CARGUÍO Y TRANSPORTE.",,,,,VERDADERO,OP_INV,
vf,"EN CASO DE LESIONES FÍSICAS EN UN ACCIDENTE, AL HACER USO DE LOS CONOCIMIENTOS DE PRIMEROS AUXILIOS PARA DAR AYUDA SE DEBE: NO MOVER A LOS HERIDOS A MENOS QUE EXISTA RIESGO INMINENTE, ESPERAR AL PERSONAL ESPECIALIZADO, MANTENER LA CALMA, CUMPLIR LOS PROCEDIMIENTOS Y ESTAR ATENTOS A LA EMERGENCIA HASTA QUE LA OPERACIÓN SEA NORMALIZADA.",,,,,VERDADERO,REG_INT_TRANS,
vf,"EN EL EPF 1, SE INSPECCIONAN LOS COMPONENTES CRÍTICOS DENTRO DEL REQUERIMIENTO ASOCIADO A SISTEMAS Y PROCEDIMIENTOS.",,,,,VERDADERO,EPF,
vf,"EN EL EXAMEN TEÓRICO, SERÁ CONSIDERADA FALTA GRAVE AL SORPRENDER A LOS POSTULANTES EN CONDUCTAS DESHONESTAS TALES COMO: COPIAR EXAMEN, UTILIZAR TELÉFONO, CONVERSAR CON OTROS POSTULANTES, SACAR FOTOS. DE SER SORPRENDIDOS QUEDARÁN INVALIDADOS PARA LA OBTENCION DE LICENCIA INTERNA DURANTE 5 AÑOS.",,,,,VERDADERO,REG_INT_TRANS,
vf,"EN EL PERÍODO DE INVIERNO CONTINENTAL, UNA ZONA SEGURA DEBE SER IMPLEMENTADA POR VICEPRESIDENCIA MINA Y GERENCIA CMDIC.",,,,,VERDADERO,OP_INV,
vf,"EN INVIERNO ALTIPLÁNICO, ¿LAS INSTALACIONES METÁLICAS CERRADAS CON SISTEMA DE PROTECCIÓN PARA RAYOS SE CONSIDERAN ZONAS SEGURAS?",,,,,VERDADERO,OP_INV,
vf,"EN UN CRUCE NO REGULADO, ¿TIENE LA PREFERENCIA UN EQUIPO DE TRANSPORTE DE EXPLOSIVOS SOBRE UN CAEX CARGADO?",,,,,VERDADERO,REG_INT_TRANS,
vf,"EN UNA ESCOLTA DENTRO DE LA MINA, ¿EL EQUIPO ESCOLTADO DEBE CUMPLIR CON EL ESTANDAR MINA?",,,,,VERDADERO,REG_INT_TRANS,
vf,"EN UNA RAMPA PARA ADELANTAR A DOS CAEX A LA VEZ, SE LE PIDE AUTORIZACIÓN RADIAL A CADA UNO A 50 MTS DE DISTANCIA, IDENTIFICANDO A MI EQUIPO, SE ESPERA CONFIRMACIÓN RADIAL Y SE ADELANTAN A MÍNIMO 5 MTS DE DISTANCIA AL COSTADO DE ESTOS.",,,,,VERDADERO,REG_INT_TRANS,
vf,"ENTRE LOS REQUISITOS PARA LA OBTENCIÓN DE LICENCIA INTERNA DE CONDUCIR PODEMOS ENCONTRAR: HABER REALIZADO INDUCCIÓN CMDIC,  ACREDITAR ANTIGÜEDAD DE 2 AÑOS EN CONDUCCIÓN CON VEHÍCULOS LIVIANOS Y EN POSESIÓN DE SU LICENCIA MUNICIPAL",,,,,VERDADERO,REG_INT_TRANS,
vf,"ES OBLIGACIÓN SEGÚN REGLAMENTO DE CARGUÍO Y TRANSPORTE, QUE UN OPERADOR AL ACERCARSE A UN CRUCE DE VEHÍCULOS LIVIANOS FUERA DEL ÁREA MINA, ¿DEBERÁ TOCAR UN BOCINAZO PARA SER ESCUCHADO?",,,,,VERDADERO,REG_CARGIO,
vf,FRECUENCIA DEL BOTADERO RECHAZOS ES OPICV.,,,,,VERDADERO,EPF,
vf,"IMPLEMENTOS DE UNA ZONA SEGURA SON, SUMINISTRO DE AGUA, CALEFACCIÓN, ALIMENTACIÓN, ELEMENTOS DE PRIMEROS AUXILIOS, FRAZADAS, LINTERNA, PILAS Y EQUIPOS DE COMUNICACIÓN.",,,,,VERDADERO,OP_INV,
vf,"LA ESTRUCTURA BASE DE UN EPF SON: REQUERIMIENTOS ASOCIADOS A PLANTA Y EQUIPOS, SISTEMAS Y PROCEDIMIENTOS, AL PERSONAL.",,,,,VERDADERO,EPF,
vf,"LA FRECUENCIA RADIAL DEL STOCK CR04, ES BAJO ROSARIO.",,,,,VERDADERO,EPF,
vf,"LAS 4 ETAPAS DEL CICLO DE GESTIÓN DE RIESGOS SON: PLANIFICACIÓN, EJECUCIÓN, VERIFICACIÓN Y CONOCIMIENTO/APRENDIZAJE.",,,,,VERDADERO,CGR,
vf,"LAS RESPONSABILIDADES DE UN CONDUCTOR AL INGRESAR A LA MINA EN OPERACIÓN INVIERNO SON: RESPETAR LAS DISPOSICIONES DEL COI, CUMPLIR CON ROL DE CONDUCTOR Y CONDUCTAS ESPERADAS EN OPERACIÓN INVIERNO, TENER CURSO DE POSTURA DE CADENAS Y CERTIFICACIÓN CORRESPONDIENTE, INFORMARSE DEL PRONÓSTICO DEL TIEMPO, RESPETAR MÁXIMAS VELOCIDADES, INFORMARSE DEL CIRCUITO, USO CORRECTO DE FRECUENCIA RADIAL.",,,,,VERDADERO,REG_INT_TRANS,
vf,LAS ZANJAS DE ESTACIONAMIENTO SON PARA EVITAR EL DESPLAZAMIENTO DE LOS CAMIONES Y DEBEN SER IMPLEMENTADAS EN LAS POSICIONES 1 Y 2.,,,,,VERDADERO,REG_CARGIO,
vf,"LOS ARTÍCULOS QUE DEBE TENER LA CAJA DE INVIERNO SON CADENAS ROMPE HIELO GUANTES Y SACO ARPILLERO JUEGO DE HERRAMIENTAS (DESTORNILLADOR Y ALICATE) LINTERNA OPERATIVA, FÓSFOROS Y/O ENCENDEDOR PALA Y FRAZADA VEHÍCULOS LIVIANOS DEBEN TENER ESLINGA DE 3 MTS DE LARGO, CON CAPACIDAD DE TIRO DE 3 TONELADAS Y SISTEMA DE SUJECIÓN (GRILLETES) Y LOS VEHÍCULOS NO LIVIANOS DEBERÁN TENER UN SISTEMA DE REMOLQUE ACORDE AL PESO DEL VEHÍCULO. ESCOBILLA PLÁSTICA PARA LIMPIAR NIEVE Y ESPÁTULA PARA LIMPIAR PARABRISAS RACIÓN DE ALIMENTOS (RECOMENDABLE, NO ES OBLIGACIÓN).",,,,,VERDADERO,OP_INV,
